Word,Sentence,Sense,Meaning Word,Definition,Part of Speech,Starting Index,Ending Index
కూలి,2010: మంగళూరు విమానాశ్రయంలో ఎయిరిండియా విమానం కూలి 158 ప్రయాణీకులు మరణించారు.,1,Destroyed,Ruined or demolished.,Verb,46,49
కూలి,"కోల్ కత్తా లో ఫ్లై ఓవర్ బ్రిడ్జ్ కూలి 24 మంది వరకు మరణించడం వెనుక ఘోరమైన వైఫల్యం దాగి ఉందని,అంత పెద్ద నిర్మాణం జరుగుతున్నప్పుడు దాని కింది నుంచి ఎందుకని ట్రాఫిక్ ని అనుమతించారని ,అది ఇండియన్ రోడ్ కాంగ్రెస్ మాన్యువల్ లోని నిబంధనలకి కూడా వ్యతిరేకమని ఖరగ్ పూర్ IIT ప్రొఫెసర్ భార్గబ్ మైత్ర అభిప్రాయపడ్డారు.",1,Destroyed,Ruined or demolished.,Verb,33,36
కూలి,స్కూల్‌ గోడ కూలి ఇద్దరు విద్యార్థినులు మృతిచెందారు.,1,Destroyed,Ruined or demolished.,Verb,12,15
కూలి,ఎంజీ రోడ్డులో చెట్టు కూలి ఇద్దరు మృతిచెందారు.,1,Destroyed,Ruined or demolished.,Verb,21,24
కూలి,అప్పుడు వచ్చిన అతి పెద్ద గాలివానలో వారు నివసిస్తున్న ఇంటి గోడ కూలి వారి శ్రీమతి గారికి దెబ్బతగలటం తో ఒక ఏడాది పాటు ఆవిడ కోలుకోలేకపోయారు.,1,Destroyed,Ruined or demolished.,Verb,62,65
కూలి,"ఇండియన్ బ్యాంకు వద్ద లీకేజీ కోసం 33 కేవి స్తంభాలు కూలి పోతాయని జలమండలి వారు, వారు పనిచేస్తామంటే మేము వద్దాన్నామా అని విద్యుత్ అధికారులు, ట్రాఫిక్‌ను మళ్లిస్తామని పోలీసులు,తాత్కలికంగా బస్టాండ్ మారుస్తామని ఆర్‌టిసి వారు అయినా ఒకరికి ఒకరికి పొంతన లేని మాటలతో కాలం వెల్లబుచ్చుతున్నారు.",1,Destroyed,Ruined or demolished.,Verb,50,53
కూలి,పాతభవనం కూలి ఇద్దరు మృతి చెందారు.,1,Destroyed,Ruined or demolished.,Verb,8,11
కూలి,"మాజీ ముఖ్యమంత్రి వైఎస్‌ రాజశేఖర్‌రెడ్డి ప్రమాదవాశాత్తు హెలికాప్టర్‌ కూలి చనిపోయారని సిబిఐ, ఇతర పరిశోధనా సంస్థలు తేల్చాయి.",1,Destroyed,Ruined or demolished.,Verb,68,71
కూలి,చెట్లు కూలి రోడ్లపై పడటంతో రాకపోకలకు అంతరాయం ఏర్పడింది.,1,Destroyed,Ruined or demolished.,Verb,7,10
కూలి,2010: మంగళూరు విమానాశ్రయంలో విమానం కూలి 158 మంది మృతిచెందారు.,1,Destroyed,Ruined or demolished.,Verb,35,38
కూలి,తరగతిపై పెచ్చు కూలి మృతి చెందినట్టు వదంతులు వ్యాపించాయి.,1,Destroyed,Ruined or demolished.,Verb,15,18
కూలి,నిర్మాణ పనులు చేస్తుండగా ఇనుప పోల్‌ కూలి మీద పడటంతో ఆరుగురికి తీవ్రగాయాలు అయ్యాయి.,1,Destroyed,Ruined or demolished.,Verb,36,39
కూలి,"భవనాలు, ఇళ్ల పైకప్పులు కూలి పడడంతో పలువురు మృత్యువాత పడ్డారు.",1,Destroyed,Ruined or demolished.,Verb,23,26
కూలి,విమానం కూలి 32 మంది మృతి.,1,Destroyed,Ruined or demolished.,Verb,7,10
కూలి,ఒక స్లాబు మీద మరొకటి కూలి కాంక్రీట్ దిబ్బలా ఉంది అక్కడి పరిస్థితి.,1,Destroyed,Ruined or demolished.,Verb,21,24
కూలి,భవనం కూలి 4గురి మృతి.,1,Destroyed,Ruined or demolished.,Verb,5,8
కూలి,మంగళవారం భండార జిల్లాలో భారీ వర్షానికి ఇల్లు కూలి ఒకే కుటుంబానికి చెందిన ముగ్గురు మృతి చెందారు.,1,Destroyed,Ruined or demolished.,Verb,45,48
కూలి,శంషాబాద్: గోడ కూలి తల్లి మృతి చెందగా అనాథగా మిగిలిన ఏడాది బాలుడి విషాద సంఘటన ఇది.,1,Destroyed,Ruined or demolished.,Verb,14,17
కూలి,భవనం కూలి వృద్ధురాలు మృతి.,1,Destroyed,Ruined or demolished.,Verb,5,8
కూలి,చిత్తూరు : గోకులం వీధిలో పాత భవనం కూలి ఓ వృద్ధురాలు మృతి చెందింది.,1,Destroyed,Ruined or demolished.,Verb,34,37
కూలి,పశ్చిమ బెంగాల్‌లోని సుఖ్నాలో హెలికాప్టర్ కూలి ముగ్గురు ఆర్మీ అధికారులు మృతిచెందారు.,1,Destroyed,Ruined or demolished.,Verb,41,44
కూలి,"కార్యాలయ భవనం కూలి ఉద్యోగిని మృతి పాక్‌ ప్రధానిగా ఇమ్రాన్‌ఖాన్‌ ఎన్నుకున్న నేషనల్‌ అసెంబ్లీ సభ్యులు 'కళ్ళెదుట జరిగిన ఘటనల్ని, మీకు తెలిసిన వింతలు విశేషాలను ప్రజల ముందుకు తేవాలనుందా.",1,Destroyed,Ruined or demolished.,Verb,14,17
కూలి,"వెనుకటికి, ఓ ఊళ్ళో ప్రదర్శన జరుగుతూ ఉండగా సినిమా హాలు ఒక్క సారిగా కుప్ప కూలి పోయింది.",1,Destroyed,Ruined or demolished.,Verb,72,75
కూలి,మంగళూరు ఎందువల్ల వార్తల్లోకి వచ్చింది--విమానం కూలి 156 మంది మరణించారు.,1,Destroyed,Ruined or demolished.,Verb,46,49
కూలి,ఏ ఒక్క సభ్యుడు బలహీనంగా ఉన్నా భవనం కుప్ప కూలి పోతుంది.,1,Destroyed,Ruined or demolished.,Verb,41,44
కూలి,నా ప్రపంచం కూలి పోయింది.,1,Destroyed,Ruined or demolished.,Verb,11,14
కూలి,"“ఇది ఎలా సాధ్యం మెర్సీ” అని, “ఒరేయ్ యశోధర్ నేను నీ భవిష్యత్తుని చోరీ చేస్తే, నువ్వు నా వర్తమానాన్ని చోరీ చేస్తావా? రాస్కెల్” అంటూ క్రిష్ నేల మీద కూలి పోయాడు.",1,Destroyed,Ruined or demolished.,Verb,145,148
కూలి,పలు చోట్ల విద్యుత్‌ స్తంభాలపై చెట్టు కూలి తీగలు తెగి విద్యుత్‌ సరఫరాకు అంతరాయం ఏర్పడిందని చెప్పారు.,1,Destroyed,Ruined or demolished.,Verb,37,40
కూలి,గోపురము కూలి కుంభుని (కుంభకోణం) రూపు మారుతుంది.,1,Destroyed,Ruined or demolished.,Verb,8,11
కూలి,ఇటీవల కురిసిన భారీ వర్షాలకు ముంబైలో 31 ఆగస్టు 2017న పురాతన భవనం కూలి పోయింది.,1,Destroyed,Ruined or demolished.,Verb,64,67
కూలి,ఇంటి పై కప్పు కూలి అన్నా చెళ్లెలు మృతి.,1,Destroyed,Ruined or demolished.,Verb,14,17
కూలి,"ఇంటి పై కప్పు కూలి అన్నా, చెల్లెలు మృతి చెందారు.",1,Destroyed,Ruined or demolished.,Verb,14,17
కూలి,బస్ స్టాండ్ పైకప్పు కూలి 9 మంది మృతి.,1,Destroyed,Ruined or demolished.,Verb,20,23
కూలి,ఉన్న ఫళంగా కుప్పలా కూలి పోయింది.,1,Destroyed,Ruined or demolished.,Verb,19,22
కూలి,గోడ కూలి చిన్నారులు మృతి.,1,Destroyed,Ruined or demolished.,Verb,4,7
కూలి,పాఠశాలకు వెళ్లి తిరిగి తిరిగి ఇంటికి వచ్చి కలిసి ఆడుకుంటున్న సమయంలో నిర్మాణంలో ఉన్న గోడ కూలి వీరిపై పడింది.,1,Destroyed,Ruined or demolished.,Verb,88,91
కూలి,ప్రకాశం : ఒంగోలు బైపాస్ రోడ్డులో నిర్మాణంలో వున్న గోడ కూలి ముగ్గురు చిన్నారులు మృతి చెందారు.,1,Destroyed,Ruined or demolished.,Verb,54,57
కూలి,అమ్మ చచ్చి పోయింది “ అంటూనే ఒక లెటర్ తండ్రి చేతిలో పెట్టి కుప్ప కూలి పోయింది.,1,Destroyed,Ruined or demolished.,Verb,64,67
కూలి,జూన్ 23న సంజయ్ గాంధీ విమానం కూలి మరణించాడు.,1,Destroyed,Ruined or demolished.,Verb,28,31
కూలి,అరిరియా జిల్లాలో ఓ బ్రిడ్జి కూలి ముగ్గురు వరద నీటిలో గల్లంతయ్యారు.,1,Destroyed,Ruined or demolished.,Verb,28,31
కూలి,భారీగా వీచిన గాలులకు తాజ్‌ ఆవరణలో ఉన్న మినార్ కూలి ధ్వంసమైందని అధికారులు తెలిపారు.,1,Destroyed,Ruined or demolished.,Verb,46,49
కూలి,అంట చేసి ఈ రోజు అనుభవించే బహుమానం ఇదేనా? అన్నట్టు సోఫా పై కూలి పోయింది.,1,Destroyed,Ruined or demolished.,Verb,58,61
కూలి,దీంతో ఇంట్లో నిద్రిస్తున్న వారిపై గోడ కూలి పడింది.,1,Destroyed,Ruined or demolished.,Verb,38,41
కూలి,"మాజీ ముఖ్యమంత్రి వైఎస్‌ రాజశేఖర్‌రెడ్డి ప్రమాదవాశాత్తు హెలికాప్టర్‌ కూలి చనిపోయారని సిబిఐ, ఇతర పరిశోధనా సంస్థలు తేల్చాయి.",1,Destroyed,Ruined or demolished.,Verb,68,71
కొట్టు ,నిన్న రాత్రి ఆ నగరంలోని ప్రసిద్ధ కొట్టు లో జరిగిన చోరీపై పోలీసులు విచారణ ప్రారంభించారు.,0,Shop,A place where goods or services are sold.,Noun,33,39
కొట్టు ,"ఆ హోటల్ కొట్టు తన ప్రత్యేకమైన వంటకాలతో ప్రసిద్ధి చెందింది, ఇది పర్యాటకులను ఆకర్షిస్తుంది.",0,Shop,A place where goods or services are sold.,Noun,8,14
కొట్టు ,కొత్తగా తెరచిన కొట్టు లో విస్తృతంగా తగ్గింపు ధరలతో వస్తువులు అందుబాటులో ఉన్నాయి.,0,Shop,A place where goods or services are sold.,Noun,15,21
కొట్టు ,ఆ రాత్రి జరిగిన సంఘటనలో కొట్టు లో ఉన్న నగదు అపహరణకు గురైనట్లు పోలీసులు తెలిపారు.,0,Shop,A place where goods or services are sold.,Noun,24,30
కొట్టు ,"పండుగ సందర్భంగా కొట్టు ల వద్ద కొనుగోలుదారులు భారీగా చేరి, స్థానిక వ్యాపారాలను అభివృద్ధి చేసారు.",0,Shop,A place where goods or services are sold.,Noun,16,22
కొట్టు ,ఆ కొత్త కొట్టు లో ప్రత్యేక ఆఫర్లతో వినియోగదారులు బాగా ఆకర్షితులయ్యారు.,0,Shop,A place where goods or services are sold.,Noun,8,14
కొట్టు ,నిన్నటి వర్షంలో కొట్టు లు నీటిలో మునిగిపోయి వ్యాపారస్తులు తీవ్రంగా నష్టపోయారు.,0,Shop,A place where goods or services are sold.,Noun,16,22
కొట్టు ,"పండుగ సీజన్ లో కొట్టు ల వద్ద కొనుగోళ్ల పండుగ నిర్వహించబడింది, ఇది వినియోగదారులను ఆకట్టుకుంది.",0,Shop,A place where goods or services are sold.,Noun,15,21
కొట్టు ,ఆ కొట్టు లో ఉన్న ప్రత్యేకమైన వస్తువులు స్థానికులను ఆకర్షిస్తున్నాయి.,0,Shop,A place where goods or services are sold.,Noun,2,8
కొట్టు ,నిన్న రాత్రి జరిగిన దొంగతనంలో కొట్టు యజమాని భద్రతపై ఆందోళన వ్యక్తం చేశారు.,0,Shop,A place where goods or services are sold.,Noun,30,36
కొట్టు ,నగరంలోని పాత కొట్టు లు పునరుద్ధరణకు అవసరమైన నిధులు ప్రభుత్వం కేటాయించింది.,0,Shop,A place where goods or services are sold.,Noun,13,19
కొట్టు ,"ఆ కొట్టు ప్రారంభోత్సవంలో ప్రముఖులు పాల్గొని, కొత్త వ్యాపారాలను ప్రారంభించారు.",0,Shop,A place where goods or services are sold.,Noun,2,8
కొట్టు ,"పండుగ సమయంలో కొట్టు లు ప్రత్యేక ఆఫర్లను ప్రవేశపెట్టి, వినియోగదారులకు ఆకర్షణీయమైన అవకాశాలు కల్పించాయి.",0,Shop,A place where goods or services are sold.,Noun,13,19
కొట్టు ,"ఆ కొట్టు లో ఉన్న వస్తువులు మార్కెట్ లో ప్రత్యేకంగా నిలిచాయి, వాటి నాణ్యత ప్రశంసలు అందుకుంది.",0,Shop,A place where goods or services are sold.,Noun,2,8
కొట్టు ,నిన్న రాత్రి కొట్టు యజమానిని అప్రమత్తం చేయడం ద్వారా దొంగతనాన్ని నివారించారు.,0,Shop,A place where goods or services are sold.,Noun,13,19
కొట్టు ,"ఆ కొట్టు ల వద్ద పండుగ సీజన్ లో కొనుగోలుదారులు భారీగా చేరి, వ్యాపారాన్ని మరింత అభివృద్ధి చేసారు.",0,Shop,A place where goods or services are sold.,Noun,2,8
కొట్టు ,ఆ కొట్టు లో విశేషంగా అమ్ముడవుతున్న వస్తువులు మార్కెట్లో మంచి పేరును తెచ్చుకున్నాయి.,0,Shop,A place where goods or services are sold.,Noun,2,8
కొట్టు ,"స్థానిక కొట్టు లు పునరుద్ధరణ పనులు వేగంగా కొనసాగుతున్నాయి, తద్వారా వ్యాపారస్తులకు ఉపాధి అవకాశాలు పెరుగుతున్నాయి.",0,Shop,A place where goods or services are sold.,Noun,8,14
కొట్టు ,ఆ కొట్టు లో ప్రత్యేకమైన డిజైన్లతో ఉన్న వస్తువులు పండుగ సమయాన్ని మరింత ప్రత్యేకంగా మార్చాయి.,0,Shop,A place where goods or services are sold.,Noun,2,8
కొట్టు ,నిన్న రాత్రి కొట్టు వద్ద జరిగిన సంఘటనలో పోలీసులు అప్రమత్తంగా ఉండటం వల్ల దొంగలు పట్టుబడ్డారు.,0,Shop,A place where goods or services are sold.,Noun,13,19
కొట్టు ,పండుగ సీజన్ లో కొట్టు ల వద్ద జరుగుతున్న కొనుగోళ్ల పండుగలు వ్యాపారులకు మంచి ఆదాయాన్ని తెచ్చాయి.,0,Shop,A place where goods or services are sold.,Noun,15,21
కొట్టు ,ఆ కొట్టు లో ఉన్న ప్రత్యేకమైన వస్తువులు స్థానిక ప్రజలకు పెద్ద ఆకర్షణగా నిలిచాయి.,0,Shop,A place where goods or services are sold.,Noun,2,8
కొట్టు ,నిన్న రాత్రి కొట్టు యజమాని భద్రతకు సంబంధించి పోలీసులకు ఫిర్యాదు చేశారు.,0,Shop,A place where goods or services are sold.,Noun,13,19
కొట్టు ,"పండుగ సందర్భంగా కొట్టు లు ప్రత్యేక ఆఫర్లను ప్రవేశపెట్టి, వినియోగదారులను ఆకర్షించాయి.",0,Shop,A place where goods or services are sold.,Noun,16,22
కొట్టు ,ఆ కొట్టు లో ఉన్న వస్తువులు పండుగ సీజన్ లో విస్తృతంగా అమ్ముడవుతున్నాయి.,0,Shop,A place where goods or services are sold.,Noun,2,8
కొట్టు ,కొట్టు ల వద్ద జరుగుతున్న కొనుగోళ్ల పండుగలు స్థానిక వ్యాపారస్తులకు మేలుకలిగిస్తున్నాయి.,0,Shop,A place where goods or services are sold.,Noun,0,6
కొట్టు ,"ఆ కొట్టు యజమాని మాట్లాడుతూ, ప్రత్యేక ఆఫర్లు పెట్టడం వల్ల వ్యాపారం మెరుగుపడిందని తెలిపారు.",0,Shop,A place where goods or services are sold.,Noun,2,8
కొట్టు ,"పండుగ సీజన్ లో కొట్టు ల వద్ద వినియోగదారులు భారీగా చేరి, ప్రత్యేక ఆఫర్లను సద్వినియోగం చేసుకున్నారు.",0,Shop,A place where goods or services are sold.,Noun,15,21
కొట్టు ,ఆ కొట్టు యజమాని తన వ్యాపారాన్ని మరింత విస్తరించే ఉద్దేశ్యంతో కొత్త స్టోర్ ను ప్రారంభించారు.,0,Shop,A place where goods or services are sold.,Noun,2,8
కొట్టు ,నిన్న రాత్రి కొట్టు లో జరిగిన దొంగతనంలో స్థానికులు ఆందోళన వ్యక్తం చేశారు.,0,Shop,A place where goods or services are sold.,Noun,13,19
కొట్టు ,ఆ కొట్టు లో పండుగ సమయంలో ఏర్పాటు చేసిన ప్రత్యేక ఆఫర్లు వినియోగదారులను ఆకట్టుకున్నాయి.,0,Shop,A place where goods or services are sold.,Noun,2,8
కొట్టు ,"కొట్టు యజమాని మాట్లాడుతూ, మార్కెట్లో తన ఉత్పత్తులకు విస్తృత ఆదరణ లభించిందని తెలిపారు.",0,Shop,A place where goods or services are sold.,Noun,0,6
కొట్టు ,పండుగ సమయంలో కొట్టు ల వద్ద కొనుగోలుదారుల సంఖ్య విపరీతంగా పెరిగింది.,0,Shop,A place where goods or services are sold.,Noun,13,19
కొట్టు ,ఆ కొట్టు లో ఉన్న వస్తువులు మార్కెట్లో మంచి పేరును తెచ్చుకున్నాయి.,0,Shop,A place where goods or services are sold.,Noun,2,8
కొట్టు ,కొట్టు ల వద్ద పండుగ సీజన్ లో భారీగా కొనుగోలు చేసిన వినియోగదారులు సంతృప్తి వ్యక్తం చేశారు.,0,Shop,A place where goods or services are sold.,Noun,0,6
కొట్టు ,"ఆ కొట్టు యజమాని మాట్లాడుతూ, వ్యాపారంలో అభివృద్ధి సాధించడం పండుగ ఆఫర్లకు కారణమని పేర్కొన్నారు.",0,Shop,A place where goods or services are sold.,Noun,2,8
కొట్టు ,పండుగ సీజన్ లో కొట్టు ల వద్ద నిర్వహించిన ప్రత్యేక ఆఫర్లు వ్యాపారులకు మంచి లాభాలను తెచ్చాయి.,0,Shop,A place where goods or services are sold.,Noun,15,21
కొట్టు ,ఆ కొట్టు లో ఉన్న డిజైనర్ వస్త్రాలు స్థానిక మహిళలకు ఆకర్షణగా నిలిచాయి.,0,Shop,A place where goods or services are sold.,Noun,2,8
కొట్టు ,కొట్టు ల వద్ద పండుగ సమయంలో ప్రత్యేక ఆఫర్లు వినియోగదారులను ఆకట్టుకున్నాయి.,0,Shop,A place where goods or services are sold.,Noun,0,6
కొట్టు ,"ఆ కొట్టు యజమాని మాట్లాడుతూ, మార్కెట్లో తన వస్తువులకు విస్తృత ఆదరణ లభించిందని తెలిపారు.",0,Shop,A place where goods or services are sold.,Noun,2,8
కొట్టు ,పండుగ సీజన్ లో కొట్టు ల వద్ద కొనుగోలు చేసిన వినియోగదారులు ఆఫర్లపై సంతోషం వ్యక్తం చేశారు.,0,Shop,A place where goods or services are sold.,Noun,15,21
కొట్టు ,ఆ కొట్టు లో విక్రయిస్తున్న వస్తువులు మార్కెట్లో మంచి పేరును తెచ్చుకున్నాయి.,0,Shop,A place where goods or services are sold.,Noun,2,8
కొట్టు ,"కొట్టు ల వద్ద పండుగ సమయంలో భారీగా కొనుగోలుదారులు చేరి, ఆఫర్లను సద్వినియోగం చేసుకున్నారు.",0,Shop,A place where goods or services are sold.,Noun,0,6
కొట్టు ,"ఆ కొట్టు యజమాని మాట్లాడుతూ, పండుగ సీజన్ లో వ్యాపారం విస్తృతంగా పెరిగిందని పేర్కొన్నారు.",0,Shop,A place where goods or services are sold.,Noun,2,8
కొట్టు ,పండుగ సీజన్ లో కొట్టు ల వద్ద నిర్వహించిన ప్రత్యేక ఆఫర్లు వినియోగదారులను ఆకట్టుకున్నాయి.,0,Shop,A place where goods or services are sold.,Noun,15,21
కొట్టు ,ఆ కొట్టు లో విక్రయిస్తున్న వస్త్రాలు స్థానిక ప్రజలకు ఆకర్షణగా నిలిచాయి.,0,Shop,A place where goods or services are sold.,Noun,2,8
కొట్టు ,"కొట్టు ల వద్ద పండుగ సీజన్ లో వినియోగదారులు భారీగా చేరి, ఆఫర్లను సద్వినియోగం చేసుకున్నారు.",0,Shop,A place where goods or services are sold.,Noun,0,6
కొట్టు ,"ఆ కొట్టు యజమాని మాట్లాడుతూ, వ్యాపారంలో అభివృద్ధి సాధించడం పండుగ ఆఫర్లకు కారణమని పేర్కొన్నారు.",0,Shop,A place where goods or services are sold.,Noun,2,8
కొట్టు ,పండుగ సీజన్ లో కొట్టు ల వద్ద నిర్వహించిన ప్రత్యేక ఆఫర్లు వ్యాపారులకు మంచి లాభాలను తెచ్చాయి.,0,Shop,A place where goods or services are sold.,Noun,15,21
కొట్టు ,ఆ కొట్టు లో ఉన్న డిజైనర్ వస్త్రాలు స్థానిక మహిళలకు ఆకర్షణగా నిలిచాయి.,0,Shop,A place where goods or services are sold.,Noun,2,8
కొట్టు ,నిన్న రాత్రి అరెస్ట్ అయిన నిందితుడిని పోలీసులు స్థానిక పోలీస్ స్టేషన్‌లోని కొట్టు లో ఉంచారు.,1,Prison Cell,A small room in which a prisoner is locked up.,Noun,75,81
కొట్టు ,"నిందితుడిని విచారణ తర్వాత కొట్టు లోకి తరలించి, భద్రతను కట్టుదిట్టం చేశారు.",1,Prison Cell,A small room in which a prisoner is locked up.,Noun,26,32
కొట్టు ,"ఖైదీ తన కొట్టు లో ఆత్మహత్యాయత్నం చేయడం పోలీసులు గమనించి, తక్షణమే స్పందించారు.",1,Prison Cell,A small room in which a prisoner is locked up.,Noun,8,14
కొట్టు ,గడిచిన వారంలో కొత్తగా నిర్మించిన కొట్టు లను పరిశీలించేందుకు జిల్లా కలెక్టర్ పర్యటించారు.,1,Prison Cell,A small room in which a prisoner is locked up.,Noun,33,39
కొట్టు ,"ఆ నేరస్తుడు తన కొట్టు నుండి బయటపడేందుకు ప్రయత్నించగా, సిబ్బంది అతన్ని అడ్డుకున్నారు.",1,Prison Cell,A small room in which a prisoner is locked up.,Noun,15,21
కొట్టు ,కొట్టు లో ఉన్న ఖైదీలకు ఆరోగ్య సేవలు అందించేందుకు జిల్లా ఆసుపత్రి వైద్యులు రావాలని నిర్ణయం తీసుకున్నారు.,1,Prison Cell,A small room in which a prisoner is locked up.,Noun,0,6
కొట్టు ,ఆ నేరస్తుడు విచారణ అనంతరం కొట్టు లో ఉంచబడుతాడని పోలీసులు ప్రకటించారు.,1,Prison Cell,A small room in which a prisoner is locked up.,Noun,26,32
కొట్టు ,"విచారణ అనంతరం నిందితుడిని కొట్టు లోకి తరలించి, అతడిపై కఠిన నిఘా పెట్టారు.",1,Prison Cell,A small room in which a prisoner is locked up.,Noun,26,32
కొట్టు ,ఖైదీలు కొట్టు లో తగిన సౌకర్యాలు లేకుండా ఉంటున్నారని కుటుంబ సభ్యులు ఆందోళన వ్యక్తం చేశారు.,1,Prison Cell,A small room in which a prisoner is locked up.,Noun,7,13
కొట్టు ,కొట్టు లో ఉన్న ఖైదీలకు ఆహారం సరఫరా చేసే కాంట్రాక్టును సమీక్షించనున్నట్లు అధికారులు తెలిపారు.,1,Prison Cell,A small room in which a prisoner is locked up.,Noun,0,6
కొట్టు ,"నిందితుడి కొట్టు లో ఉన్నప్పుడు, అతడు తన పై విచారణలు తీవ్రంగా స్వీకరించాడని పోలీసులు వెల్లడించారు.",1,Prison Cell,A small room in which a prisoner is locked up.,Noun,10,16
కొట్టు ,"స్థానిక జైల్లోని కొట్టు లను సందర్శించి, ఆహార మరియు ఆరోగ్య పరిస్థితులపై నివేదిక రూపొందించారు.",1,Prison Cell,A small room in which a prisoner is locked up.,Noun,17,23
కొట్టు ,"ఆ నేరస్తుడు కొట్టు లో ఉన్నప్పటికీ, అతని పై నిఘా మరింత కట్టుదిట్టం చేయాలని పోలీసు అధికారులు నిర్ణయించారు.",1,Prison Cell,A small room in which a prisoner is locked up.,Noun,12,18
కొట్టు ,కొట్టు లో నిర్బంధంలో ఉన్న ఖైదీలకు వివిధ సామాజిక సేవా కార్యక్రమాలు అందించడానికి ప్రభుత్వం యోచిస్తోంది.,1,Prison Cell,A small room in which a prisoner is locked up.,Noun,0,6
కొట్టు ,"నిందితుడిని కొట్టు లో ఉంచి, అతడిని విచారణ కోసం మరలా తీసుకురానున్నట్లు పోలీసు అధికారులు తెలిపారు.",1,Prison Cell,A small room in which a prisoner is locked up.,Noun,12,18
కొట్టు ,కొట్టు లో ఖైదీలు తమ హక్కుల కోసం ఆందోళన వ్యక్తం చేస్తున్నారని నివేదికలు చెబుతున్నాయి.,1,Prison Cell,A small room in which a prisoner is locked up.,Noun,0,6
కొట్టు ,నేరస్థుడి కొట్టు నుండి తప్పించుకోవడానికి చేసిన ప్రయత్నాన్ని పోలీసులు ముందుగానే అడ్డుకున్నారు.,1,Prison Cell,A small room in which a prisoner is locked up.,Noun,10,16
కొట్టు ,కొట్టు లోని ఖైదీల పరిస్థితులు తెలుసుకోవడానికి హ్యూమన్ రైట్స్ కమిషన్ ప్రత్యేక కమిటీని నియమించింది.,1,Prison Cell,A small room in which a prisoner is locked up.,Noun,0,6
కొట్టు ,విచారణ అనంతరం నిందితుడిని కొట్టు లో ఉంచిన తర్వాత అతనిపై ప్రత్యేక నిఘా ఏర్పాటు చేశారు.,1,Prison Cell,A small room in which a prisoner is locked up.,Noun,26,32
కొట్టు ,కొట్టు లో ఖైదీలకు నిర్దిష్ట సౌకర్యాలు అందించాలంటూ మానవహక్కుల సంఘాలు డిమాండ్ చేశాయి.,1,Prison Cell,A small room in which a prisoner is locked up.,Noun,0,6
కొట్టు ,పోలీస్ స్టేషన్‌లోని కొట్టు లో ఉన్న నిందితుడి వద్ద నుండి ఫోన్ స్వాధీనం చేసుకున్నారు.,1,Prison Cell,A small room in which a prisoner is locked up.,Noun,20,26
కొట్టు ,కొట్టు లో ఖైదీ అనారోగ్యానికి గురయ్యాడని తెలిసిన వెంటనే వైద్య సేవలు అందించారు.,1,Prison Cell,A small room in which a prisoner is locked up.,Noun,0,6
కొట్టు ,కొట్టు లో నిర్బంధంలో ఉన్న నిందితుడికి న్యాయ సేవలు అందించాలని న్యాయవాది విజ్ఞప్తి చేశారు.,1,Prison Cell,A small room in which a prisoner is locked up.,Noun,0,6
కొట్టు ,ఆ నేరస్థుడు కొట్టు లో తన గతాన్ని పశ్చాత్తాపంతో తిరిగి ఆలోచించుకుంటున్నాడు.,1,Prison Cell,A small room in which a prisoner is locked up.,Noun,12,18
కొట్టు ,కొట్టు నుండి తప్పించుకునేందుకు ప్రయత్నించిన నిందితుడిని సిబ్బంది అదుపులోకి తీసుకున్నారు.,1,Prison Cell,A small room in which a prisoner is locked up.,Noun,0,6
కొట్టు ,నిందితుడు కొట్టు లో ఉన్న సమయంలో తన పై వివిధ ఆరోపణలు ఎదుర్కొన్నాడు.,1,Prison Cell,A small room in which a prisoner is locked up.,Noun,10,16
కొట్టు ,కొట్టు లో ఖైదీలకు నిర్దిష్ట సౌకర్యాలు లేకుండా ఉండటం పట్ల కుటుంబ సభ్యులు ఆందోళన వ్యక్తం చేస్తున్నారు.,1,Prison Cell,A small room in which a prisoner is locked up.,Noun,0,6
కొట్టు ,నిందితుడి కొట్టు లో అతను తీవ్రమైన ఒత్తిడికి గురయ్యాడని అధికార వర్గాలు వెల్లడించాయి.,1,Prison Cell,A small room in which a prisoner is locked up.,Noun,10,16
కొట్టు ,కొట్టు లో ఖైదీలు ఆరోగ్యపరమైన సమస్యలు ఎదుర్కొంటున్నారని ఆరోగ్య శాఖ నివేదికలో వెల్లడించింది.,1,Prison Cell,A small room in which a prisoner is locked up.,Noun,0,6
కొట్టు ,"నిందితుడిని కొట్టు లో ఉంచి, విచారణకు మరలా తీసుకురానున్నట్లు అధికారులు తెలిపారు.",1,Prison Cell,A small room in which a prisoner is locked up.,Noun,12,18
కొట్టు ,"కొట్టు లో ఉన్న ఖైదీ అనారోగ్యానికి గురై, ఆసుపత్రికి తరలించబడినట్లు సమాచారం.",1,Prison Cell,A small room in which a prisoner is locked up.,Noun,0,6
కొట్టు ,"కొట్టు లో ఖైదీల సంఖ్య ఎక్కువగా ఉండటంతో, భద్రతను మరింత పెంచాలని నిర్ణయించారు.",1,Prison Cell,A small room in which a prisoner is locked up.,Noun,0,6
కొట్టు ,"ఆ నేరస్థుడు కొట్టు లో ఉన్నప్పటికీ, అతని పై విచారణ కొనసాగుతోంది.",1,Prison Cell,A small room in which a prisoner is locked up.,Noun,12,18
